IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.236.155.170,2095,2095,false,SIN,Asia Pacific,Singapore,61,8.47
47.91.23.146,2052,2052,false,NRT,Asia Pacific,Tokyo,70,8.47
47.74.45.143,8443,8443,true,NRT,Asia Pacific,Tokyo,69,8.47
8.219.51.49,8880,8880,false,SIN,Asia Pacific,Singapore,18,8.47
47.236.31.73,2087,2087,true,SIN,Asia Pacific,Singapore,102,8.47
47.242.202.230,8443,8443,true,HKG,Asia Pacific,Hong Kong,49,8.47
8.222.210.182,80,80,false,SIN,Asia Pacific,Singapore,11,8.47
47.236.97.254,8880,8880,false,SIN,Asia Pacific,Singapore,25,8.47
8.222.187.4,2087,2087,true,SIN,Asia Pacific,Singapore,89,8.47
8.222.146.222,2095,2095,false,SIN,Asia Pacific,Singapore,14,8.47
8.219.194.170,2053,2053,true,SIN,Asia Pacific,Singapore,103,8.47
8.222.152.165,8080,8080,false,SIN,Asia Pacific,Singapore,17,8.47
47.236.99.131,2086,2086,false,SIN,Asia Pacific,Singapore,32,8.47
47.91.16.214,2052,2052,false,NRT,Asia Pacific,Tokyo,77,8.47
8.219.101.72,8880,8880,false,SIN,Asia Pacific,Singapore,11,8.47
8.222.160.61,2086,2086,false,SIN,Asia Pacific,Singapore,11,8.46
47.236.5.223,2052,2052,false,SIN,Asia Pacific,Singapore,23,8.46
47.245.30.144,80,80,false,NRT,Asia Pacific,Tokyo,181,8.46
8.219.228.157,2095,2095,false,SIN,Asia Pacific,Singapore,10,8.46
47.236.169.15,80,80,false,SIN,Asia Pacific,Singapore,16,8.46
47.236.17.165,8443,8443,true,SIN,Asia Pacific,Singapore,87,8.46
47.245.58.250,8880,8880,false,NRT,Asia Pacific,Tokyo,100,8.46
8.219.112.75,2096,2096,true,SIN,Asia Pacific,Singapore,102,8.46
8.222.193.208,2053,2053,true,SIN,Asia Pacific,Singapore,115,8.46
8.222.219.34,80,80,false,SIN,Asia Pacific,Singapore,6,8.45
8.219.199.220,2087,2087,true,SIN,Asia Pacific,Singapore,96,8.45
8.219.77.111,2052,2052,false,NRT,Asia Pacific,Tokyo,93,8.45
8.219.51.49,2096,2096,true,SIN,Asia Pacific,Singapore,130,8.45
8.209.215.247,8880,8880,false,NRT,Asia Pacific,Tokyo,77,8.45
8.219.84.214,8880,8880,false,SIN,Asia Pacific,Singapore,10,8.45
47.245.40.55,2083,2083,true,HKG,Asia Pacific,Hong Kong,289,8.45
47.245.11.108,8443,8443,true,NRT,Asia Pacific,Tokyo,278,8.45
8.222.249.190,2087,2087,true,SIN,Asia Pacific,Singapore,73,8.45
8.219.78.1,2052,2052,false,SIN,Asia Pacific,Singapore,18,8.44
8.209.200.73,2052,2052,false,NRT,Asia Pacific,Tokyo,80,8.44
8.209.200.73,2096,2096,true,NRT,Asia Pacific,Tokyo,307,8.44
8.222.221.90,2083,2083,true,SIN,Asia Pacific,Singapore,125,8.44
8.222.146.222,80,80,false,SIN,Asia Pacific,Singapore,32,8.44
8.219.235.164,2083,2083,true,SIN,Asia Pacific,Singapore,140,8.44
47.236.121.23,2086,2086,false,SIN,Asia Pacific,Singapore,9,8.44
47.74.6.16,2086,2086,false,NRT,Asia Pacific,Tokyo,79,8.44
8.222.221.86,2096,2096,true,SIN,Asia Pacific,Singapore,130,8.44
47.236.88.85,2087,2087,true,SIN,Asia Pacific,Singapore,61,8.44
47.236.169.15,8080,8080,false,SIN,Asia Pacific,Singapore,17,8.44
8.219.113.27,8443,8443,true,SIN,Asia Pacific,Singapore,93,8.43
47.245.32.215,2083,2083,true,NRT,Asia Pacific,Tokyo,94,8.43
8.219.72.51,2082,2082,false,SIN,Asia Pacific,Singapore,5,8.43
8.222.244.123,443,443,true,SIN,Asia Pacific,Singapore,99,8.43
8.219.74.35,2087,2087,true,SIN,Asia Pacific,Singapore,232,8.43
8.219.12.152,8443,8443,true,SIN,Asia Pacific,Singapore,94,8.43
47.74.53.105,2086,2086,false,NRT,Asia Pacific,Tokyo,252,8.43
47.74.18.121,8080,8080,false,NRT,Asia Pacific,Tokyo,100,8.43
8.222.221.90,2082,2082,false,SIN,Asia Pacific,Singapore,7,8.43
8.219.167.65,2052,2052,false,SIN,Asia Pacific,Singapore,2,8.43
8.219.167.113,2096,2096,true,SIN,Asia Pacific,Singapore,97,8.43
47.236.76.199,2052,2052,false,SIN,Asia Pacific,Singapore,8,8.43
8.218.127.249,8443,8443,true,HKG,Asia Pacific,Hong Kong,107,8.42
8.222.140.185,8880,8880,false,SIN,Asia Pacific,Singapore,31,8.42
47.236.104.11,2082,2082,false,HKG,Asia Pacific,Hong Kong,62,8.42
8.222.211.124,2053,2053,true,SIN,Asia Pacific,Singapore,58,8.42
8.219.98.13,2083,2083,true,SIN,Asia Pacific,Singapore,107,8.41
47.236.23.135,2087,2087,true,SIN,Asia Pacific,Singapore,84,8.41
47.236.171.20,2052,2052,false,SIN,Asia Pacific,Singapore,8,8.41
8.219.126.240,443,443,true,SIN,Asia Pacific,Singapore,101,8.41
47.236.94.113,2086,2086,false,SIN,Asia Pacific,Singapore,10,8.41
8.222.252.123,2095,2095,false,SIN,Asia Pacific,Singapore,10,8.41
47.236.121.7,80,80,false,SIN,Asia Pacific,Singapore,39,8.41
47.236.170.54,8880,8880,false,SIN,Asia Pacific,Singapore,29,8.41
8.219.72.51,8880,8880,false,SIN,Asia Pacific,Singapore,31,8.41
47.74.13.66,2083,2083,true,NRT,Asia Pacific,Tokyo,122,8.40
8.219.77.111,2086,2086,false,NRT,Asia Pacific,Tokyo,100,8.40
47.236.19.51,8443,8443,true,SIN,Asia Pacific,Singapore,97,8.40
47.236.169.164,8080,8080,false,SIN,Asia Pacific,Singapore,23,8.39
47.236.165.25,2082,2082,false,SIN,Asia Pacific,Singapore,21,8.39
8.219.106.156,8443,8443,true,SIN,Asia Pacific,Singapore,65,8.39
8.219.140.63,80,80,false,SIN,Asia Pacific,Singapore,12,8.39
8.218.127.249,2083,2083,true,HKG,Asia Pacific,Hong Kong,74,8.39
47.236.109.115,8080,8080,false,SIN,Asia Pacific,Singapore,14,8.39
47.236.31.73,8080,8080,false,SIN,Asia Pacific,Singapore,24,8.39
8.219.55.31,2086,2086,false,NRT,Asia Pacific,Tokyo,100,8.39
47.236.201.98,2082,2082,false,SIN,Asia Pacific,Singapore,49,8.39
47.236.145.180,8443,8443,true,SIN,Asia Pacific,Singapore,72,8.38
47.74.50.249,2082,2082,false,NRT,Asia Pacific,Tokyo,340,8.38
8.222.208.38,2096,2096,true,SIN,Asia Pacific,Singapore,46,8.38
47.236.149.160,2095,2095,false,SIN,Asia Pacific,Singapore,27,8.38
8.222.222.64,2052,2052,false,SIN,Asia Pacific,Singapore,6,8.38
8.222.167.147,8880,8880,false,SIN,Asia Pacific,Singapore,31,8.38
8.219.140.63,8080,8080,false,SIN,Asia Pacific,Singapore,16,8.37
8.219.67.133,2087,2087,true,SIN,Asia Pacific,Singapore,63,8.37
47.236.130.95,2095,2095,false,SIN,Asia Pacific,Singapore,13,8.37
8.219.210.226,2053,2053,true,SIN,Asia Pacific,Singapore,219,8.37
8.222.144.219,2095,2095,false,SIN,Asia Pacific,Singapore,3,8.37
47.236.94.109,2087,2087,true,SIN,Asia Pacific,Singapore,119,8.37
8.219.141.174,8443,8443,true,SIN,Asia Pacific,Singapore,131,8.37
8.219.83.201,2086,2086,false,SIN,Asia Pacific,Singapore,9,8.37
47.245.30.208,2087,2087,true,NRT,Asia Pacific,Tokyo,257,8.37
8.222.211.16,2087,2087,true,SIN,Asia Pacific,Singapore,66,8.37
47.91.19.128,8443,8443,true,NRT,Asia Pacific,Tokyo,79,8.36
8.209.243.137,2053,2053,true,NRT,Asia Pacific,Tokyo,72,8.36
8.219.188.162,2096,2096,true,SIN,Asia Pacific,Singapore,100,8.36
47.245.52.153,2082,2082,false,NRT,Asia Pacific,Tokyo,346,8.36
8.222.221.109,2082,2082,false,SIN,Asia Pacific,Singapore,4,8.36
47.91.2.165,80,0,false,NRT,Asia Pacific,Tokyo,251,8.36
8.219.0.162,2052,2052,false,SIN,Asia Pacific,Singapore,9,8.35
47.236.5.223,2083,2083,true,SIN,Asia Pacific,Singapore,129,8.35
47.236.202.221,2053,2053,true,SIN,Asia Pacific,Singapore,161,8.35
47.236.164.215,2083,2083,true,SIN,Asia Pacific,Singapore,173,8.35
8.219.154.107,8880,8880,false,SIN,Asia Pacific,Singapore,7,8.35
8.219.255.171,8880,8880,false,SIN,Asia Pacific,Singapore,23,8.35
47.74.26.132,2086,2086,false,NRT,Asia Pacific,Tokyo,216,8.35
47.236.124.115,2082,2082,false,SIN,Asia Pacific,Singapore,25,8.35
47.236.166.76,2087,2087,true,SIN,Asia Pacific,Singapore,146,8.35
8.219.82.35,2083,2083,true,SIN,Asia Pacific,Singapore,120,8.35
47.245.10.123,8080,8080,false,NRT,Asia Pacific,Tokyo,371,8.35
8.222.137.178,8080,8080,false,SIN,Asia Pacific,Singapore,4,8.35
47.74.49.62,8443,8443,true,NRT,Asia Pacific,Tokyo,97,8.34
47.236.171.112,2083,2083,true,SIN,Asia Pacific,Singapore,173,8.34
47.243.162.49,8443,8443,true,HKG,Asia Pacific,Hong Kong,63,8.34
8.222.240.47,8080,8080,false,SIN,Asia Pacific,Singapore,9,8.34
8.219.97.179,8880,8880,false,SIN,Asia Pacific,Singapore,23,8.34
8.219.161.102,2096,2096,true,SIN,Asia Pacific,Singapore,131,8.34
47.236.93.176,2087,2087,true,SIN,Asia Pacific,Singapore,120,8.34
47.74.16.255,2052,2052,false,NRT,Asia Pacific,Tokyo,77,8.34
47.245.113.117,2053,2053,true,SIN,Asia Pacific,Singapore,54,8.34
8.209.240.229,2052,2052,false,NRT,Asia Pacific,Tokyo,75,8.34
8.210.66.190,2086,2086,false,HKG,Asia Pacific,Hong Kong,47,8.34
8.219.99.8,2052,2052,false,SIN,Asia Pacific,Singapore,6,8.34
47.236.145.85,80,80,false,SIN,Asia Pacific,Singapore,38,8.33
47.74.11.219,8080,8080,false,NRT,Asia Pacific,Tokyo,83,8.33
47.74.18.121,2082,2082,false,NRT,Asia Pacific,Tokyo,80,8.33
8.222.190.225,8880,8880,false,SIN,Asia Pacific,Singapore,2,8.33
47.245.39.28,2082,2082,false,NRT,Asia Pacific,Tokyo,75,8.33
47.243.173.187,2086,2086,false,HKG,Asia Pacific,Hong Kong,53,8.32
47.236.106.37,2087,2087,true,SIN,Asia Pacific,Singapore,57,8.32
47.74.13.66,80,80,false,NRT,Asia Pacific,Tokyo,202,8.32
8.222.238.141,2053,2053,true,SIN,Asia Pacific,Singapore,158,8.32
47.74.27.94,2086,2086,false,NRT,Asia Pacific,Tokyo,76,8.32
8.219.148.161,8880,8880,false,SIN,Asia Pacific,Singapore,9,8.32
8.219.171.6,8880,8880,false,SIN,Asia Pacific,Singapore,45,8.32
8.218.143.10,2082,2082,false,HKG,Asia Pacific,Hong Kong,49,8.32
8.222.253.235,2095,2095,false,SIN,Asia Pacific,Singapore,3,8.32
47.236.202.91,8880,8880,false,SIN,Asia Pacific,Singapore,22,8.31
47.236.78.57,2086,2086,false,SIN,Asia Pacific,Singapore,27,8.31
8.217.91.121,2096,2096,true,HKG,Asia Pacific,Hong Kong,62,8.31
47.74.46.84,2052,2052,false,NRT,Asia Pacific,Tokyo,107,8.31
8.222.168.234,2083,2083,true,SIN,Asia Pacific,Singapore,137,8.31
47.74.34.73,2053,2053,true,NRT,Asia Pacific,Tokyo,78,8.31
47.245.105.224,2095,0,false,SIN,Asia Pacific,Singapore,5,8.31
8.219.241.189,2053,2053,true,SIN,Asia Pacific,Singapore,147,8.31
8.222.223.34,8443,8443,true,SIN,Asia Pacific,Singapore,80,8.31
47.74.23.99,2053,2053,true,NRT,Asia Pacific,Tokyo,87,8.30
47.236.114.167,2083,2083,true,HKG,Asia Pacific,Hong Kong,147,8.30
47.237.8.82,2053,2053,true,SIN,Asia Pacific,Singapore,159,8.30
8.219.213.133,2082,2082,false,SIN,Asia Pacific,Singapore,3,8.30
47.236.15.73,2087,2087,true,SIN,Asia Pacific,Singapore,74,8.30
47.243.42.219,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,8.30
47.245.54.140,2052,2052,false,NRT,Asia Pacific,Tokyo,93,8.30
47.74.16.255,2086,2086,false,NRT,Asia Pacific,Tokyo,77,8.30
8.222.236.229,2095,2095,false,SIN,Asia Pacific,Singapore,12,8.30
8.219.73.188,2082,2082,false,SIN,Asia Pacific,Singapore,24,8.30
47.236.224.66,2052,2052,false,SIN,Asia Pacific,Singapore,31,8.29
47.236.65.11,8880,8880,false,SIN,Asia Pacific,Singapore,26,8.29
8.219.82.177,2086,2086,false,SIN,Asia Pacific,Singapore,37,8.29
8.219.63.193,8443,8443,true,SIN,Asia Pacific,Singapore,68,8.29
47.236.87.206,2052,2052,false,SIN,Asia Pacific,Singapore,19,8.29
8.219.124.227,2086,2086,false,SIN,Asia Pacific,Singapore,14,8.29
47.242.232.14,2083,2083,true,HKG,Asia Pacific,Hong Kong,55,8.29
47.74.3.2,80,80,false,NRT,Asia Pacific,Tokyo,285,8.29
8.222.137.166,80,80,false,SIN,Asia Pacific,Singapore,7,8.29
47.236.121.23,2082,2082,false,SIN,Asia Pacific,Singapore,59,8.29
8.219.106.15,8443,8443,true,SIN,Asia Pacific,Singapore,136,8.28
47.236.150.13,2096,2096,true,SIN,Asia Pacific,Singapore,91,8.28
47.74.9.174,8080,8080,false,NRT,Asia Pacific,Tokyo,107,8.28
47.245.107.174,2086,2086,false,SIN,Asia Pacific,Singapore,5,8.28
47.236.94.109,2083,2083,true,SIN,Asia Pacific,Singapore,154,8.27
8.217.147.230,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,8.27
47.236.39.34,2087,2087,true,SIN,Asia Pacific,Singapore,90,8.27
47.236.123.133,8080,8080,false,SIN,Asia Pacific,Singapore,7,8.27
8.222.133.247,2096,2096,true,SIN,Asia Pacific,Singapore,113,8.27
47.237.5.164,2086,2086,false,SIN,Asia Pacific,Singapore,17,8.27
47.236.4.129,2086,2086,false,SIN,Asia Pacific,Singapore,31,8.27
8.222.254.91,2052,2052,false,SIN,Asia Pacific,Singapore,6,8.27
47.236.244.37,2053,2053,true,SIN,Asia Pacific,Singapore,83,8.27
47.236.173.200,8080,8080,false,SIN,Asia Pacific,Singapore,21,8.27
47.245.32.215,8443,8443,true,NRT,Asia Pacific,Tokyo,361,8.27
47.236.88.85,2082,2082,false,SIN,Asia Pacific,Singapore,30,8.27
8.222.136.196,2082,2082,false,SIN,Asia Pacific,Singapore,8,8.26
8.219.134.63,2053,2053,true,SIN,Asia Pacific,Singapore,84,8.26
47.74.16.67,2086,2086,false,NRT,Asia Pacific,Tokyo,84,8.26
47.236.173.200,2086,2086,false,SIN,Asia Pacific,Singapore,50,8.26
47.245.11.62,2052,2052,false,NRT,Asia Pacific,Tokyo,240,8.26
8.219.241.189,8443,8443,true,SIN,Asia Pacific,Singapore,152,8.26
8.222.164.44,8080,8080,false,SIN,Asia Pacific,Singapore,34,8.26
8.222.164.209,2053,2053,true,SIN,Asia Pacific,Singapore,85,8.25
8.218.48.92,8443,8443,true,HKG,Asia Pacific,Hong Kong,74,8.25
8.219.141.174,2052,2052,false,SIN,Asia Pacific,Singapore,10,8.25
8.219.79.74,2087,2087,true,SIN,Asia Pacific,Singapore,101,8.25
47.236.180.51,2096,2096,true,SIN,Asia Pacific,Singapore,93,8.25
47.245.37.89,80,80,false,NRT,Asia Pacific,Tokyo,72,8.25
8.222.187.107,2095,2095,false,SIN,Asia Pacific,Singapore,16,8.25
8.209.248.161,2052,2052,false,NRT,Asia Pacific,Tokyo,264,8.25
47.236.181.155,2086,2086,false,SIN,Asia Pacific,Singapore,28,8.25
8.210.151.69,80,80,false,HKG,Asia Pacific,Hong Kong,65,8.24
47.74.3.2,8080,8080,false,NRT,Asia Pacific,Tokyo,81,8.24
47.236.166.184,8443,8443,true,SIN,Asia Pacific,Singapore,161,8.24
8.209.222.232,2096,2096,true,SIN,Asia Pacific,Singapore,151,8.24
47.74.49.62,2082,2082,false,NRT,Asia Pacific,Tokyo,255,8.24
47.236.7.13,2052,2052,false,SIN,Asia Pacific,Singapore,8,8.24
8.222.133.247,2082,2082,false,SIN,Asia Pacific,Singapore,24,8.24
8.218.11.90,2095,2095,false,HKG,Asia Pacific,Hong Kong,47,8.24
47.236.145.85,2096,2096,true,SIN,Asia Pacific,Singapore,105,8.23
8.222.214.13,2082,2082,false,SIN,Asia Pacific,Singapore,9,8.23
8.219.50.180,2082,2082,false,SIN,Asia Pacific,Singapore,15,8.23
47.236.114.167,2086,2086,false,SIN,Asia Pacific,Singapore,13,8.23
8.218.52.115,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,8.22
47.245.37.41,2086,2086,false,NRT,Asia Pacific,Tokyo,180,8.22
8.219.6.157,2086,2086,false,SIN,Asia Pacific,Singapore,10,8.22
8.219.13.143,8080,8080,false,SIN,Asia Pacific,Singapore,25,8.22
47.236.117.48,8443,8443,true,SIN,Asia Pacific,Singapore,133,8.22
47.74.10.110,80,80,false,NRT,Asia Pacific,Tokyo,334,8.22
47.236.202.221,2096,2096,true,SIN,Asia Pacific,Singapore,139,8.21
47.236.121.23,8080,8080,false,SIN,Asia Pacific,Singapore,34,8.21
8.219.233.6,2096,2096,true,HKG,Asia Pacific,Hong Kong,159,8.21
8.219.77.222,2095,2095,false,SIN,Asia Pacific,Singapore,13,8.21
8.222.214.231,2083,2083,true,SIN,Asia Pacific,Singapore,110,8.21
8.209.215.247,8443,8443,true,NRT,Asia Pacific,Tokyo,74,8.21
47.236.97.111,2096,2096,true,SIN,Asia Pacific,Singapore,75,8.20
8.217.250.5,2083,2083,true,HKG,Asia Pacific,Hong Kong,45,8.20
8.222.208.38,80,80,false,SIN,Asia Pacific,Singapore,5,8.20
47.74.41.136,8080,8080,false,NRT,Asia Pacific,Tokyo,79,8.20
8.217.250.222,2096,2096,true,HKG,Asia Pacific,Hong Kong,55,8.20
47.245.37.37,2053,2053,true,NRT,Asia Pacific,Tokyo,124,8.20
47.245.30.144,2095,2095,false,NRT,Asia Pacific,Tokyo,74,8.20
8.218.146.204,2095,2095,false,HKG,Asia Pacific,Hong Kong,114,8.20
8.219.167.113,80,80,false,SIN,Asia Pacific,Singapore,24,8.20
47.74.13.200,8080,8080,false,NRT,Asia Pacific,Tokyo,78,8.19
8.222.224.162,2082,2082,false,SIN,Asia Pacific,Singapore,4,8.19
47.236.161.110,2053,2053,true,SIN,Asia Pacific,Singapore,109,8.19
47.245.37.98,80,80,false,NRT,Asia Pacific,Tokyo,288,8.19
8.210.250.120,2083,2083,true,HKG,Asia Pacific,Hong Kong,56,8.19
47.74.27.151,8880,8880,false,NRT,Asia Pacific,Tokyo,157,8.19
8.222.211.124,2087,2087,true,SIN,Asia Pacific,Singapore,123,8.19
47.74.34.135,8880,8880,false,NRT,Asia Pacific,Tokyo,182,8.18
8.219.13.143,8443,8443,true,SIN,Asia Pacific,Singapore,116,8.18
47.245.108.213,8880,8880,false,SIN,Asia Pacific,Singapore,16,8.18
47.236.7.246,2052,2052,false,SIN,Asia Pacific,Singapore,34,8.18
8.222.249.98,2095,2095,false,SIN,Asia Pacific,Singapore,4,8.18
47.245.37.37,2052,2052,false,NRT,Asia Pacific,Tokyo,71,8.18
8.222.212.116,8880,8880,false,SIN,Asia Pacific,Singapore,4,8.18
8.219.40.37,2053,2053,true,SIN,Asia Pacific,Singapore,52,8.18
8.219.163.195,2086,2086,false,SIN,Asia Pacific,Singapore,8,8.17
8.217.49.34,2083,2083,true,HKG,Asia Pacific,Hong Kong,76,8.17
47.237.9.179,80,80,false,SIN,Asia Pacific,Singapore,41,8.17
8.218.156.91,2052,2052,false,HKG,Asia Pacific,Hong Kong,65,8.17
47.236.97.111,2086,2086,false,SIN,Asia Pacific,Singapore,35,8.17
47.236.165.25,8080,8080,false,SIN,Asia Pacific,Singapore,36,8.17
47.237.19.161,2096,2096,true,SIN,Asia Pacific,Singapore,132,8.17
47.236.104.98,2096,2096,true,SIN,Asia Pacific,Singapore,77,8.17
47.245.59.188,8880,0,false,NRT,Asia Pacific,Tokyo,169,8.17
8.219.94.44,2083,2083,true,HKG,Asia Pacific,Hong Kong,73,8.17
47.236.130.95,2083,2083,true,SIN,Asia Pacific,Singapore,91,8.17
47.245.37.98,2095,2095,false,NRT,Asia Pacific,Tokyo,75,8.17
47.237.22.84,2053,2053,true,SIN,Asia Pacific,Singapore,70,8.16
8.217.49.34,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,8.16
47.236.165.25,2052,2052,false,SIN,Asia Pacific,Singapore,35,8.16
47.237.9.179,2082,2082,false,SIN,Asia Pacific,Singapore,18,8.16
8.219.6.157,443,443,true,SIN,Asia Pacific,Singapore,82,8.16
8.219.84.102,2053,2053,true,SIN,Asia Pacific,Singapore,72,8.16
8.219.220.88,2052,2052,false,SIN,Asia Pacific,Singapore,12,8.16
8.219.1.92,2087,2087,true,SIN,Asia Pacific,Singapore,86,8.16
47.236.104.123,2095,2095,false,SIN,Asia Pacific,Singapore,12,8.16
47.237.9.59,2095,2095,false,SIN,Asia Pacific,Singapore,17,8.15
47.236.125.62,2087,2087,true,NRT,Asia Pacific,Tokyo,181,8.15
8.219.157.97,2083,2083,true,SIN,Asia Pacific,Singapore,72,8.15
47.236.145.85,443,443,true,SIN,Asia Pacific,Singapore,145,8.15
8.218.52.115,2096,2096,true,HKG,Asia Pacific,Hong Kong,52,8.15
8.222.224.163,2053,2053,true,SIN,Asia Pacific,Singapore,122,8.15
8.219.92.89,8080,8080,false,SIN,Asia Pacific,Singapore,38,8.15
8.218.18.235,2087,2087,true,HKG,Asia Pacific,Hong Kong,111,8.14
8.218.146.204,2083,2083,true,HKG,Asia Pacific,Hong Kong,60,8.14
47.245.110.13,2082,2082,false,SIN,Asia Pacific,Singapore,9,8.14
8.218.8.142,2083,2083,true,HKG,Asia Pacific,Hong Kong,87,8.14
8.219.72.51,2096,2096,true,SIN,Asia Pacific,Singapore,98,8.14
47.236.166.184,2087,2087,true,SIN,Asia Pacific,Singapore,155,8.14
8.209.255.195,80,80,false,SIN,Asia Pacific,Singapore,153,8.14
8.222.168.155,8080,8080,false,SIN,Asia Pacific,Singapore,19,8.14
47.245.105.224,2053,2053,true,SIN,Asia Pacific,Singapore,59,8.14
47.74.5.150,80,80,false,NRT,Asia Pacific,Tokyo,184,8.13
8.209.212.5,2053,2053,true,NRT,Asia Pacific,Tokyo,204,8.13
8.222.180.242,2087,2087,true,SIN,Asia Pacific,Singapore,97,8.13
8.219.193.202,8443,8443,true,SIN,Asia Pacific,Singapore,121,8.13
47.236.121.7,2083,2083,true,SIN,Asia Pacific,Singapore,160,8.13
8.222.154.227,8443,8443,true,SIN,Asia Pacific,Singapore,81,8.12
8.219.126.3,2052,2052,false,SIN,Asia Pacific,Singapore,5,8.12
47.236.169.164,8443,8443,true,SIN,Asia Pacific,Singapore,65,8.12
47.245.107.174,2095,2095,false,SIN,Asia Pacific,Singapore,14,8.12
47.74.16.255,2095,2095,false,NRT,Asia Pacific,Tokyo,317,8.12
47.236.75.113,2083,2083,true,SIN,Asia Pacific,Singapore,93,8.11
47.74.27.94,2095,2095,false,NRT,Asia Pacific,Tokyo,161,8.11
8.219.140.229,2082,2082,false,SIN,Asia Pacific,Singapore,36,8.11
8.210.65.1,8443,8443,true,HKG,Asia Pacific,Hong Kong,108,8.11
8.219.102.252,443,443,true,SIN,Asia Pacific,Singapore,73,8.11
47.74.37.50,2096,2096,true,NRT,Asia Pacific,Tokyo,102,8.11
47.76.33.40,8443,8443,true,HKG,Asia Pacific,Hong Kong,77,8.11
8.218.158.94,2082,2082,false,HKG,Asia Pacific,Hong Kong,53,8.11
8.218.146.204,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,8.11
8.222.227.191,80,80,false,SIN,Asia Pacific,Singapore,4,8.11
8.218.122.55,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,8.11
47.91.10.228,2052,2052,false,NRT,Asia Pacific,Tokyo,76,8.10
47.236.12.73,2052,2052,false,SIN,Asia Pacific,Singapore,16,8.10
47.74.12.139,2087,2087,true,NRT,Asia Pacific,Tokyo,281,8.10
8.218.52.115,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,8.10
8.218.204.128,8880,8880,false,HKG,Asia Pacific,Hong Kong,49,8.10
8.222.180.86,2086,2086,false,SIN,Asia Pacific,Singapore,12,8.09
8.219.248.170,2087,2087,true,SIN,Asia Pacific,Singapore,121,8.09
47.236.161.155,2053,2053,true,SIN,Asia Pacific,Singapore,45,8.09
47.76.80.72,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,8.09
47.236.123.218,2096,2096,true,SIN,Asia Pacific,Singapore,146,8.09
8.222.144.219,8880,8880,false,SIN,Asia Pacific,Singapore,30,8.09
8.219.178.9,2096,2096,true,SIN,Asia Pacific,Singapore,98,8.08
8.219.241.189,8080,8080,false,SIN,Asia Pacific,Singapore,9,8.08
8.219.43.243,80,80,false,SIN,Asia Pacific,Singapore,13,8.08
8.217.164.10,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,8.08
8.217.250.5,8443,8443,true,HKG,Asia Pacific,Hong Kong,52,8.08
47.236.172.71,2053,2053,true,SIN,Asia Pacific,Singapore,115,8.08
8.219.70.117,2053,2053,true,SIN,Asia Pacific,Singapore,86,8.08
47.74.3.2,2052,2052,false,NRT,Asia Pacific,Tokyo,313,8.08
8.219.163.195,2087,2087,true,SIN,Asia Pacific,Singapore,114,8.08
47.74.42.111,2083,2083,true,NRT,Asia Pacific,Tokyo,83,8.08
8.222.229.102,8880,8880,false,SIN,Asia Pacific,Singapore,8,8.08
8.222.197.251,443,443,true,SIN,Asia Pacific,Singapore,29,8.08
8.219.161.129,2096,2096,true,SIN,Asia Pacific,Singapore,68,8.07
8.219.247.203,8080,8080,false,SIN,Asia Pacific,Singapore,6,8.07
47.242.174.27,8880,8880,false,HKG,Asia Pacific,Hong Kong,67,8.07
47.74.11.251,2082,2082,false,NRT,Asia Pacific,Tokyo,73,8.07
47.236.97.90,2086,2086,false,SIN,Asia Pacific,Singapore,26,8.07
8.219.40.37,2096,2096,true,HKG,Asia Pacific,Hong Kong,75,8.07
47.236.97.111,2096,2096,true,SIN,Asia Pacific,Singapore,82,8.07
8.219.228.186,2052,2052,false,SIN,Asia Pacific,Singapore,10,8.07
47.74.11.9,2087,2087,true,NRT,Asia Pacific,Tokyo,261,8.07
47.236.23.135,8880,8880,false,SIN,Asia Pacific,Singapore,42,8.07
8.222.169.182,80,80,false,SIN,Asia Pacific,Singapore,11,8.06
47.245.30.208,8080,8080,false,NRT,Asia Pacific,Tokyo,306,8.06
47.237.9.179,2086,2086,false,SIN,Asia Pacific,Singapore,26,8.06
47.236.165.25,2096,2096,true,SIN,Asia Pacific,Singapore,113,8.06
8.218.156.91,2083,2083,true,HKG,Asia Pacific,Hong Kong,97,8.06
47.236.7.13,8080,8080,false,SIN,Asia Pacific,Singapore,11,8.05
47.242.79.71,443,443,true,HKG,Asia Pacific,Hong Kong,39,8.05
8.219.103.57,2082,2082,false,SIN,Asia Pacific,Singapore,7,8.05
8.219.87.34,2053,2053,true,SIN,Asia Pacific,Singapore,144,8.05
47.74.27.211,2053,2053,true,NRT,Asia Pacific,Tokyo,90,8.05
8.217.250.5,2087,2087,true,HKG,Asia Pacific,Hong Kong,49,8.05
8.219.222.98,2052,2052,false,SIN,Asia Pacific,Singapore,4,8.04
47.243.161.235,2053,2053,true,HKG,Asia Pacific,Hong Kong,94,8.04
47.74.40.13,2052,2052,false,NRT,Asia Pacific,Tokyo,69,8.04
